case:concept:name,simulation_index,recommended_activity,recommended_resource,first_batch,match_recommendation,status
20191005427,1,Pending Request for acquittance of heirs,BOC,Pending Request for acquittance of heirs / BOC,True,ok
20191005428,1,Service closure Request with network responsibility,00767,Service closure Request with network responsibility / 00767 | Service closure Request with BO responsibility / BOC,True,ok
20191005462,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191005480,1,Authorization Requested,00495,Authorization Requested / 00495,True,ok
20191005537,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191005557,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191005567,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191005632,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191005637,1,Evaluating Request (WITH registered letter),00594,Service closure Request with BO responsibility / BOC,False,ok
20191005681,1,Pending Request for acquittance of heirs,BOC,Pending Request for acquittance of heirs / BOC,True,ok
20191005698,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191005733,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191005769,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191005838,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191005903,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191005922,1,Pending Liquidation Request,BOCSER,Pending Liquidation Request / BOCSER,True,ok
20191005924,1,Service closure Request with BO responsibility,00835,Service closure Request with BO responsibility / 00835,True,ok
20191005966,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191006023,1,Pending Request for Reservation Closure,BOC,Pending Liquidation Request / BOC,False,ok
20191006058,1,Service closure Request with BO responsibility,00828,Service closure Request with BO responsibility / 00828,True,ok
20191006064,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191006077,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191006078,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191006098,1,Authorization Requested,00147,Authorization Requested / 00147,True,ok
20191006110,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191006142,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191006145,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191006188,1,Service closure Request with BO responsibility,00835,Service closure Request with BO responsibility / 00835,True,ok
20191006203,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191006207,1,Service closure Request with network responsibility,00137,Service closure Request with network responsibility / 00137,True,ok
20191006210,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191006217,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC | Pending Liquidation Request / BOC,True,ok
20191006233,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191006273,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191006292,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191006301,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191006309,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191006333,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191006358,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191006382,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191006394,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191006436,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191006502,1,Evaluating Request (WITH registered letter),00147,Service closure Request with BO responsibility / BOC,False,ok
20191006520,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191006539,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191006585,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191006608,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191006655,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191006661,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191006747,1,Evaluating Request (WITH registered letter),00849,Authorization Requested / 00566,False,ok
20191006756,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191006771,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191006784,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191006788,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191006789,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191006870,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191006871,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191006880,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191006886,1,Pending Request for acquittance of heirs,BOC,Pending Request for acquittance of heirs / BOC,True,ok
20191006920,1,Evaluating Request (WITH registered letter),00849,Service closure Request with BO responsibility / BOC,False,ok
20191006922,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191006956,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191006987,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191007056,1,Service closure Request with BO responsibility,00848,Service closure Request with BO responsibility / 00848,True,ok
20191007068,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191007079,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC | Pending Liquidation Request / BOC,True,ok
20191007149,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191007166,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191007291,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191007305,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191007344,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191007413,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191007453,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191007463,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191007469,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191007472,1,Service closure Request with network responsibility,00501,Service closure Request with network responsibility / 00501,True,ok
20191007481,1,Pending Request for Reservation Closure,SDCRAP,Pending Request for Reservation Closure / SDCRAP,True,ok
20191007501,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191007510,1,Service closure Request with BO responsibility,00842,Service closure Request with BO responsibility / 00842,True,ok
20191007558,1,Pending Request for Reservation Closure,BOC,Pending Liquidation Request / BOC,False,ok
20191007560,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC | Pending Liquidation Request / BOC,True,ok
20191007564,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191007570,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191007587,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191007597,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
